agg_MAE,agg_RMSE,agg_NDE,agg_EACC,GHOST_MAE,GHOST_RMSE,SO1_MAE,SO1_RMSE,SO2_MAE,SO2_RMSE,LI1_MAE,LI1_RMSE,ELE_MAE,ELE_RMSE,FRE_MAE,FRE_RMSE,WDU_MAE,WDU_RMSE,DWE_MAE,DWE_RMSE,FUR_MAE,FUR_RMSE,LI2_MAE,LI2_RMSE,SO3_MAE,SO3_RMSE,WAD_MAE,WAD_RMSE,LI3_MAE,LI3_RMSE,MIC_MAE,MIC_RMSE,LI4_MAE,LI4_RMSE,SMO_MAE,SMO_RMSE,LI5_MAE,LI5_RMSE,BAT_MAE,BAT_RMSE,SO4_MAE,SO4_RMSE,SO5_MAE,SO5_RMSE,fold,epsilon
179.01618682248468,703.7589886516542,21.299639026886652,-2.509251500899939,313.2805502774079,586.7945534908928,29.387079327941976,60.81814991069944,0.5231948188461403,0.7117418571269525,3.7015936795337687,57.35708349735723,29.29187901598779,73.13291287314078,61.45111811877987,79.81957071400204,0.1640896529508557,3.479903195320851,7.05095875082695,65.9042425431405,26.183174813081518,131.98759216742226,127.44588779817911,141.2277130482635,15.936905549058313,50.465943572350405,2724.2387849041424,3067.5434124934272,1.7904684400589923,2.0419019293084104,40.70674940237064,175.81463080663625,101.10848719122464,111.5001875637054,0.7935828967668603,1.1674620243194844,23.133869080922118,47.36098356677747,22.271218825763643,161.59091573442328,3.5617771222214203,4.659008405038745,48.302366783649454,129.15799363598683,1,0.01
179.1642258740245,702.8945223957171,21.247344105600153,-2.5121535081040314,314.1821159410638,589.8740865884979,29.712047539121016,61.73673050171905,0.528608243053121,0.7224001307606808,3.7022972720943406,57.35496894109034,29.1592679246564,72.98725541415877,61.300047471305334,79.52324829202193,0.16788227116287963,3.4801505615882626,7.0488920536430175,65.9038759979014,26.186836885204002,131.9867193263113,126.33485919671935,140.54016815440497,15.947386535105332,50.46635078699394,2720.2788769645645,3062.1354503770663,1.7832850143261592,2.0323995907160315,46.92196226031239,189.7626227306271,101.37822932031261,111.70963373388732,0.8166641235610117,1.2166310800856386,23.590192089246198,47.493550454445554,22.270557618297104,161.5897092081628,3.556091585710896,4.655005437535487,48.41841717104953,129.92016261911735,1,0.1
178.85803303783788,702.5816079425534,21.228430539087114,-2.5061512147414864,313.8026448877811,588.4894308031666,28.895995456317983,60.32453546422244,0.5270823796687375,0.7169113840176865,3.6994303443355476,57.358908509371645,29.27001169828618,73.18958170465442,60.675755726225816,79.34501780998846,0.16718376481359398,3.4783974666694255,7.053871454487468,65.89922320804166,26.1856144990929,131.98398007717833,127.08736585117954,141.11948409797571,15.99489853008598,50.56325316612353,2718.0723344014405,3061.3760450821105,1.7754776800095382,2.023612233306962,43.050304324974704,182.18708017119576,101.03005950867241,111.38169316912983,0.8035942559720785,1.1937364199566485,23.333572385263803,47.523459160210066,22.27086279097397,161.59016766542106,3.5560280080699256,4.654207254011763,49.90857280911454,131.3479199275854,1,1.0
138.32731552466723,516.6441727754491,11.479088504616167,-1.7116281953975117,223.92753389669807,428.521059389871,31.479134665921286,61.13801956956026,0.6342505467677276,0.7892504086123744,3.7169133479130734,57.357499151010764,44.596904192733774,110.91045924372061,67.3646118373093,86.14605978688343,0.3668870691555004,3.5170924985875947,9.505577878373817,67.31532793488401,27.39341166098728,133.0269100850659,103.0537663394537,122.83664721176962,16.29838936642736,50.289385755932074,1574.7106708712615,2158.80109070707,1.3838953596798842,1.6482728624948375,325.32461895800026,545.1416481048838,105.43800756150033,117.2384909232559,1.7483223979790947,2.5525730311916557,48.98823220249868,70.083316187267,98.18453198378931,282.9121852835284,3.429580557109399,4.405750578971144,79.00106979977029,178.4917241126105,1,10.0
28.67365773188616,115.38263354010752,0.5725392017131193,0.43791073747039366,66.2460697149487,162.10086225399937,46.60559313700602,93.64517644145,0.3262058559245611,0.7112160241400692,3.7077039146866846,57.35077408121356,34.96854008782198,76.05263204101854,66.87651696251486,91.36204771555879,3.487555736398653,32.172037362835276,12.6468338334775,72.26262922351573,28.306505264229116,132.19292044685452,64.42365596866554,97.98268349747343,16.119302171811256,50.22975659651566,60.08992845396271,338.73365864022844,0.3542664835630381,0.5913633832860541,10.680770730550918,107.00754794202149,67.48012986792787,87.90449224741377,0.5063594595053423,0.8075489836759949,27.789322347118034,51.048044631619604,28.521132360171205,164.4210950377407,3.5568858823728964,4.613207789303879,30.779876405065238,119.83309294211492,1,100.0
18.507458391234564,95.92602278024914,0.3957283921151727,0.6371985836024656,30.199929060979613,132.7895888788453,5.01598257124926,29.15770452866108,0.16542732651781342,0.3984468203697247,3.616082600070996,57.33593313662139,32.08691995998898,74.52326147072297,38.88985470389825,68.81669308922613,0.18842717393147074,4.466077247229307,21.74866656494038,98.99760706281539,26.67428242035863,130.01255279374683,41.580333316378976,77.57460728553929,15.465227268873207,50.27927567435162,34.75136056151796,257.5926398465167,0.20560670023565994,0.4794068332133272,9.124891918010597,102.33952810837752,32.62628384449782,55.753627074813856,0.38566705660951234,0.7273645718986415,23.153952833866555,50.25408119618915,25.87832850143244,145.48960855826707,3.567313463201191,4.635435692176817,24.824629978129373,114.26044054829809,1,1000.0
18.153786777709307,96.89856464072895,0.40379321897007675,0.6441316026920741,28.948234409788558,133.20445161567434,3.120466914195599,23.85060991074397,0.16866893850770823,0.3948728763042088,3.6277368055200263,57.33936309429141,30.18300696810997,73.53956559132352,38.27455877117216,71.10511235113829,0.19187392977637585,4.407295432956511,21.502039570722683,101.24754472384141,26.307061356662047,125.49087735487781,41.548958174389426,77.39183655670372,15.496834681177955,50.31606889416153,35.53978688774759,264.9639586865798,0.20244985843378313,0.478301593819786,11.101936151094407,107.9937032817983,30.599260803960743,54.36646234414341,0.39509350151737144,0.7478776954204238,22.95356458640561,50.32952624161344,26.089075665869743,148.53122739945397,3.4214782225386187,4.524856540574405,23.403649356594492,108.36347229331037,1,10000.0
18.232151489417284,98.22805963022655,0.41494970869550546,0.6425954204782752,28.91982734018244,133.21166754345361,2.9098452096366163,22.682617022967495,0.16779580557109836,0.3900717734580024,3.6343607480119173,57.34428718022142,29.956662089077117,73.05862189878405,39.00824474848798,73.48313111115351,0.19582082973059972,4.408279145380181,19.97312276418436,97.51551606279678,26.17403828221659,124.53392054906877,41.413302137905,76.86474440840537,15.519164844106546,50.33066169065884,37.066680229896804,274.93471025251995,0.20423172778597137,0.4813629262833196,11.570393164132344,112.0418874017638,31.012351016394604,55.22772493330614,0.3964972958309999,0.7639906667008752,23.832884051336517,51.55134224719629,25.750380618144412,146.81277018964101,3.560649678720987,4.654379673546123,23.37677720699202,108.55400319382088,1,100000.0
179.8467622781895,714.038689057078,38.02238875870632,-4.616846001220891,309.7498150160017,550.0068306633962,25.480216333519706,55.447850093989025,0.5244629808589344,0.7094625569647524,0.19010562365428013,0.39474333316798255,16.30534560805639,38.36293739182617,56.57430106979824,74.52544974915332,0.13429462726549754,3.09022632271843,7.172734516725564,67.55452193040813,21.005101469913193,118.6366568578972,134.56788057576193,146.78701461526222,1.9391044877337587,3.61642377629648,2785.9247198345643,3122.504215842292,1.9551175762508066,2.17888567731649,48.77917026939992,192.12991288228625,105.12226912839256,114.39863034218635,0.803072071613846,1.1928939145920832,22.787277690182247,44.32158552879848,29.06057253785438,191.26727531023505,6.4358586372344835,8.415544519937585,22.42382550904413,74.50621333878898,2,0.01
180.04796861390824,713.1939787221315,37.93248072588569,-4.623129934208542,313.11763737149624,558.3393204064816,25.522028381059013,55.412305191870786,0.5326026143126457,0.714221814889054,0.18407507247851934,0.389723182159387,16.393221775765962,38.348542031707076,55.91048946306568,73.48640631230313,0.13624264618620435,3.091616477623982,7.174070494888825,67.55804624364217,21.00693250597421,118.63448246138998,133.44048963260946,145.90830038457773,1.892501229167677,3.566821713516636,2788.522091111021,3117.0548581253715,1.9582557686113249,2.1732394933092225,50.39057185968903,195.9477196070682,104.62379160096799,113.92626984331714,0.8121017920417891,1.1992147711484795,22.807864978044407,44.28605885364281,29.06296729566615,191.2454704988596,6.406905379516126,8.390559743128678,21.064531305629306,72.52653623886243,2,0.1
